title,company,salary,description,openings,experience,education,englishlevel,gender,address,Education,English Level,Experience,Gender,Address
Delivery Boy,Delhivery,"22,000
						-
						25,000 ",,100,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Bengaluru, Bengaluru, Karnataka - 560001"
Tender Filling Executive,M/S T S Construction,"8,000
						-
						35,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 2 Years,Male Only,"Sales Tax Colony, Shankar Nagar, Raipur, Chhattisgarh 492007, India, Chhattisgarh - 490042"
Production / Manufacturing Head,M/S Matrix Fibres,"16,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Kondapalli IDA, Andhra Pradesh 521228, India, Gollapudi, Vijayawada, Andhra Pradesh - 502355"
Sales & Marketing Executive,M/S Urban Space,"10,000
						-
						27,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Prayagraj, Prayagraj, Uttar Pradesh - 211001"
Retail Sales Executive,D & V Business Consulting,"20,000
						-
						32,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Male Only,"Old City, Lal Darwaja, Ahmedabad, Gujarat 380001, India, Gujarat - 380001"
Field Marketing Executive,Vision 360,"18,000
						-
						25,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Interior Site Supervisor,Cmti,"20,000
						-
						25,000 ",,10,,,,,e,Diploma,Fluent English,Min. 3 Years,Male Only,"81/B, 2nd floor, Aurobindo Marg, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560041, India, Karnataka - 560001"
Housekeeping Supervisor,Bsure Consultants,"20,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 2 Years,Male Only,"Kasa Nagar, Katargam, Surat, Gujarat 395004, India, Gujarat - 395003"
Receptionist,Jc Instyle Fashion Private Limited,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Moshi, Pimpri-Chinchwad, Maharashtra, India, Moshi Gaon, Pune, Maharashtra - 411002"
Field Sales Executive,Wastepe India Private Limited,"18,000
						-
						28,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Graphic Designer,Aexon Graphics India Private Limited,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Shed No. 24, Sadbhav Industrial Park, Dhamatvan- Undrel Road, Nr. Dhamatvan Talav,  Dhamatvan, Ahmedabad - 382435., Bakrol Bujrang, Ahmedabad, Gujarat - 380001"
Sales Executive,Square Yards,"15,000
						-
						45,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Male Only,"Mumbai, Mumbai, Maharashtra - 400076"
SEO Executive,Honey Soft Solutions,"10,000
						-
						25,000 ",,3,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Chaitanyapuri, Kothapet, Hyderabad, Telangana 500060, India, Chaitanyapuri, Hyderabad, Telangana - 500001"
Sales & Marketing Executive,Maruti Flex Traders,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Chandigarh, Chandigarh, Punjab - 133301"
Manager,Al-Quresh Foods,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Good English,Min. 5 Years,Male Only,"V-290 QURESHI TOWER Main Road, 66, Maujpur Rd, Vijay Park, Shahdara, Delhi, 110053, India, Vijay Park, Delhi-NCR - 110001"
Branch Manager,Pioneer Academy For Competitve Examinations,"20,000
						-
						25,000 ",,1,,,,,e,Graduate,Good English,Min. 1 Years,Male Only,"Syndicate Chamber, Sahar Rd, Andheri East, Mumbai, Maharashtra 400053, India, Maharashtra - 400076"
Data Entry Operator,Sprintbi Technology (Opc) Private Limited,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Madapatna, Karnataka 562130, India, Madapatna, Bengaluru, Karnataka - 560001"
Business Development Executive,,,,,,,,,e,,,,,
Marketing Associate,Veer Engineers,"15,000
						-
						27,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Ahmedabad, Ahmedabad, Gujarat - 380001"
Security Guard,Phoenix Blowers,"20,000
						-
						25,000 ",,2,,,,,e,10th or Below 10th,No English,Freshers only,Male Only,"गुवाहाटी, असम, भारत, Juripar Path, Guwahati, Assam - 781001"
Telesales Executive,Helphub,"8,000
						-
						27,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"TCG 6, 6, Vijaipur Colony, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India, Uttar Pradesh - 226001"
Quality Control Engineer,Aleph Accreditation and Testing Centre,"15,000
						-
						27,000 ",,6,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"A-166, F/F KR Bose Marg, Pratap Nagar, Mayur Vihar, New Delhi, Delhi 110091, MAYUR VIHAR PH - 1, PKT -  5., Delhi-NCR - 110001"
Sales Executive,Tradeaura Research,"15,000
						-
						35,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"plot 381 & 382 scheme 114 part, AB Rd, Scheme 78 Part 1 Phase 2, Indore, Madhya Pradesh 452005, India, Niranjanpur Circle, Indore, Madhya Pradesh - 451010"
Field Sales Executive,Cavinkare,"18,000
						-
						30,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Mumbai, Mumbai, Maharashtra - 400076"
Technical Engineer,Satyacom Solutions,"18,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Min. 3 Years,Male Only,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Service Coordinator,Bharti Axa Life Insurance Company Limited,"15,000
						-
						45,000 ",,20,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"19, Jawaharlal Nehru Rd, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700087, India, Tollygunge, Kolkata, West Bengal - 700080"
Delivery Executive,Qweekart Logistics,"20,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra, India, Indian Education Society School, Mumbai, Maharashtra - 400076"
SEO Executive,Gurully Technologies,"15,000
						-
						25,000 ",,2,,,,,e,Graduate,Good English,Min. 1 Years,Both,"407, Sagar sangeet, Cross Rd, Sola, Ahmedabad, Gujarat 380060, India, Science City, Ahmedabad, Gujarat - 380001"
Field Marketing Executive,Darvin Polymers,"10,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Salem, Salem, Tamil Nadu - 636001"
Sales Manager,Hdb Financial Services Limited,"21,000
						-
						35,000 ",,3,,,,,e,Graduate,Thoda English,Min. 3 Years,Both,"Madipakkam, Chennai, Tamil Nadu - 600001"
AC Technician,Integrated Personnel Services (IPS),"20,000
						-
						30,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"337, Four Storey, Visal Market, Tagore Garden Extension, (Back Side Of Kukreja Hospital), Tagore Garden, Delhi-NCR, Delhi - 110001"
Accountant Cum Office Assistant,Kalimata Electronics,"15,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Min. 3 Years,Both,"Bagnan Station Road, Bagnan, West Bengal, India, Borar, Asansol, West Bengal - 713301"
Security Guard,Shri Kali Security Services,"16,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers only,Both,"Dehradun, Dehradun, Uttarakhand - 248001"
Real Estate Sales Executive,Anand Darekar,"12,000
						-
						40,000 ",,2,,,,,e,12th Pass,Thoda English,Min. 1 Years,Both,"S.No. 32/1A/1/30 to 38 & 54, Pan Card Club Rd, Baner, Pune, Maharashtra 411045, India, Baner Gaon, Pune, Maharashtra - 411002"
Back Office Executive,,,,,,,,,e,,,,,
Customer Care Executive,Esperar Consultancy And Services,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Fluent English,Freshers can apply,Both,"Vijay Nagar, Indore, Madhya Pradesh 452010, India, Madhya Pradesh - 451010"
Internal Retail Partner,Bajaj Allianz Life Insurance Company Limited,"19,000
						-
						35,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Gorakhpur, Gorakhpur, Uttar Pradesh - 273001"
Telecaller Outbound,Haraf IT,"15,000
						-
						25,000 ",,10,,,,,e,Graduate,Fluent English,Min. 1 Years,Both,"Siris Rd, Chitra Layout, L. B. Nagar, Hyderabad, Telangana 500074, India, L B Nagar, Hyderabad, Telangana - 500001"
Telecalling Executive,flamingo corporations services,"10,000
						-
						35,000 ",,50,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"B3 ,3rd floor,plot no 4,nand vihar, sector 16A dwarka new delhi 110078, Dwarka Sector 14, Delhi-NCR, Delhi - 110001"
SEO Executive,Prozone Enterprises,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Freshers only,Male Only,"13th Main Rd, Vijaya Nagar, Velachery, Chennai, Tamil Nadu 600042, India, Tamil Nadu - 600001"
Sales Consultant,Joshi Ventures Private Limited,"15,000
						-
						40,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"no 33, 33, Industrial Area Phase I, Chandigarh, 160002, India, Chandigarh Railway Station chandigarh, Chandigarh, Punjab - 133301"
Sales Executive,H Rishabraj Realty,"15,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Piramal Nagar, Goregaon West, Mumbai, Maharashtra 400104, India, Maharashtra - 400076"
Sales & Marketing Executive,Supro Info Solutions Private Limited,"18,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Male Only,"Jaipur, Rajasthan, India, Malviya Nagar Sector 1 - 3, Jaipur, Rajasthan - 302001"
Business Development Executive,Webcrowd Solutions Private Limited,"12,000
						-
						50,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"1/34 4th floor main mall road tilak nagar, Tilak Nagar, Delhi, Delhi-NCR, Delhi - 110001"
Mechanic Motor Vehicle,A2Z Auto Cares,"8,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Both,"Sivaprakasam Nagar, Madura Madanan Kuppam, Chennai, Tamil Nadu 600062, India, Ambattur, Chennai, Tamil Nadu - 600001"
Senior Mis Executive,SM Scientific Instruments,"15,000
						-
						25,000 ",,10,,,,,e,Diploma,Thoda English,Min. 3 Years,Male Only,"A Block Rd, A Block Colony, DDA Flats, Anand Vihar, Delhi, 110092, India, Anand Vihar, Delhi-NCR - 110001"
Graphic Designer,Vikas Fashion Private Limited.,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"DD1(AA), Shop No/ 2001, 2nd Floor Lift No 7 RRTM Market, Nr. Bharat Cancer Hospital, Saroli Road , Surat, Saroli, Surat, Gujarat - 395003"
Inside Sales Executive,Sunrising Staffing Services,"22,000
						-
						25,000 ",,10,,,,,e,Diploma,Good English,Min. 1 Years,Both,"Marathahalli, Bengaluru, Karnataka, India, Karnataka - 560001"
Visa Counsellor,The Bright Group Consultants,"15,000
						-
						30,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Sector 119, Balongi, Sahibzada Ajit Singh Nagar, Punjab 160055, India, Balongi mohali, Chandigarh, Punjab - 133301"
Field Executive,JEMKON PVT LTD,"22,000
						-
						26,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Male Only,"Ujjain, Ujjain, Madhya Pradesh - 456001"
Personal Assistant,Tree Farms Properties and Developers,"15,000
						-
						25,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Female Only,"64/j, Mayuri Nagar, Miyapur, Telangana 500049, India, Miyapur, Hyderabad, Telangana - 500001"
Event Sales Executive,Jalaaram Events,"20,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Shop No.2, Pooja Chs Ltd, Opp Galaxy Heights, Goregaon Link Road West, Goregaon West, Mumbai, Maharashtra 400104., Maharashtra - 400076"
Field Sales Executive,Quess Corp,"15,000
						-
						35,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Madurai, Madurai, Tamil Nadu - 625001"
Inside Sales Executive,Zocket Technologies,"15,000
						-
						29,000 ",,5,,,,,e,Graduate,Good English,Min. 1 Years,Both,"EPK Group, ZOCKET TECHNOLOGIES PRIVATE LIMITED, No.624  Anna Salai,  4th floor,  Khivraj Buildings, Anna Salai, Chennai, Tamil Nadu - 600001"
Counsellor,RIA Institute Of Technology ,"15,000
						-
						25,000 ",,3,,,,,e,Graduate,Fluent English,Min. 1 Years,Female Only,"10, 5th Main Rd, Muthappa Block, Krishnappa Block, Ganganagar, Bengaluru, Karnataka 560032, India, R T Nagar Post office, Bengaluru, Karnataka - 560001"
Field Executive,Paytm Services Private Limited,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"172, Nayapura Main Rd, Indore GPO, Indore, Madhya Pradesh 452007, India, Vijay Nagar, Indore, Madhya Pradesh - 451010"
IT Executive,Square Yards,"18,000
						-
						25,000 ",,10,,,,,e,Graduate,Good English,Min. 6.0 months,Male Only,"Prestige Zeenath Smartworks  SquareYards Consulting Pvt Ltd, Second floor,  Raja Ram Mohan Roy Rd, Sampangi Rama nagar, Bangalore - 560001, Sampangiram Nagar, Bengaluru, Karnataka - 560001"
Telesales Executive,Prop International Real Estate Investments Private Limited,"15,000
						-
						50,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Female Only,"59, Kalpataru Avenue, off Akurli Road, opp. ESIS Hospital, Kandivali East, Mumbai, Maharashtra 400101, Maharashtra - 400076"
Receptionist,Propack Shreiner Private Limited,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Thippagondanahalli Quarters, thippagondanahalli Quarters, Bengaluru, Karnataka - 560001"
Financial Analyst,HPF Training Academy,"15,000
						-
						35,000 ",,3,,,,,e,Graduate,Good English,Freshers can apply,Both,"180, N Veli St, Simmakkal, Madurai Main, Madurai, Tamil Nadu 625001, India, North Veli Street, Madurai, Tamil Nadu - 625001"
Sales & Marketing Manager,Wow Digital Marketing,"6,000
						-
						45,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Delivery Executive,Qweekart Logistics,"20,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Dadar West, Mumbai, Maharashtra, India, Maharashtra - 400076"
Relationship Manager,Supro Info Solutions Private Limited,"18,000
						-
						35,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Male Only,"Aurangabad, Aurangabad, Maharashtra - 431001"
Field Sales Executive,Yulu Bikes Pvt Ltd,"19,000
						-
						30,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"Bengaluru, Bengaluru, Karnataka - 560001"
Telecalling Executive,Pilarate Management and Consultancy Services,"15,000
						-
						35,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"Beta I, Greater Noida, Uttar Pradesh, India, Delta 1 Greater Noida, Delhi-NCR, Delhi - 110001"
Sales & Marketing Executive,Trident Medlife,"15,000
						-
						27,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Pune, Pune, Maharashtra - 411002"
Sales Advisor,Elation Career Resource Marketing Private Limited,"16,000
						-
						24,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"न्यू RTO मार्ग, पहाड़ा, उदयपुर, राजस्थान 313001, भारत, Basant Vihar, Ajmer, Rajasthan - 305001"
SEO Executive,SS Digimark,"15,000
						-
						25,000 ",,1,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Sagar Plaza, Obedulla Ganj Rd, GRP Colony, Zone-II, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462023, India, MP Nagar, Bhopal, Madhya Pradesh - 462001"
Indian Cook,Milan Restaurant,"20,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 5 Years,Male Only,"NH 46, Indus Towne, Ratanpur Sadak, Bhopal, Madhya Pradesh 462047, India, Hoshangabad Road, Bhopal, Madhya Pradesh - 462001"
"Health, Safety And Environmental Manager",M K Soil Testing Laboratory Private Limited,"15,000
						-
						25,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"Bharti House,Ground Floor, Opp. Grand Bhagvati Hotel, Nr. Avalon Hotel & Jahnvi Bunglows, Off. S.G. Highway Road, Bodakdev, Ahmedabad - 380054., Sindhu Bhavan, Ahmedabad, Gujarat - 380001"
Digital Marketing Executive,Mangatrai Jewellery,"23,000
						-
						25,000 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Female Only,"Shop No.2&3, Lumbini Jewel Mall, Road No. 2, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034, India, Telangana - 500001"
Associate BPO Executive,Mentor Management and Consultant,"15,000
						-
						28,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Seven Loves Chowk, Vrindavan Society, Guru Nanak Nagar, Pune, Maharashtra, Swargate, Pune, Maharashtra - 411002"
CCTV Technician,HN Protech,"14,000
						-
						27,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"14 - Thane, Hauz Khas, Delhi-NCR, Delhi - 110001"
Field Sales Executive,Atria Convergence Technologies,"16,000
						-
						35,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Jubilee Hills, Hyderabad, Telangana, India, Telangana - 500001"
Telesales,Unicorn Global Solutions,"14,000
						-
						25,000 ",,1,,,,,e,12th Pass,Fluent English,Freshers can apply,Female Only,"Andheri East, Mumbai, Maharashtra, India, Maharashtra - 400076"
Sales and Marketing Executive,The October Company,"18,000
						-
						30,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"Near New Bayappanahalli Metro Station, thambuchetty Palya, Bengaluru, Karnataka - 560001"
Barista,Waycup Foods and Hospitality,"16,000
						-
						24,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 1 Years,Both,"SCO 1, Main Market, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 160062, India, Sector 68 mohali, Chandigarh, Punjab - 133301"
Restaurant Staff,Twisting Scoops Private Limited,"16,000
						-
						26,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 3 Years,Both,"LuLu Mall, Old NH 47, Edappally Junction, Nethaji Nagar, Edappally, Kochi, Kerala, India, Edapally, Kochi, Kerala - 682001"
Sales Consultant,M/S Banaras Textile Corporation,"16,500
						-
						42,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Female Only,"Asapur, Varanasi, Uttar Pradesh 221007, India, Uttar Pradesh - 212011"
Site Engineer,Jalaram Builders,"16,000
						-
						24,000 ",,10,,,,,e,Post Graduate,Thoda English,Min. 2 Years,Male Only,"Ahmedabad, Ahmedabad, Gujarat - 380001"
Heavy truck Driver,Ganesh Transport,"20,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Chakan pune, Chakan, Pune, Maharashtra - 411002"
Security Guard,Ain Security Services,"16,500
						-
						24,500 ",,25,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Yashwant Shopping Centre, Carter Rd No. 7, Chinchpada, Borivali, Mumbai, Maharashtra 400066, India, Andheri, Mumbai, Maharashtra - 400076"
Sales Executive,VARUN MOTORS PVT LTD,"13,500
						-
						27,500 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Visakhapatnam, Visakhapatnam, Andhra Pradesh - 500020"
Head Cook,MM Corp,"20,000
						-
						24,000 ",,1,,,,,e,10th or Below 10th,Thoda English,Min. 5 Years,Male Only,"MM cafe , channasandra, opposite Baja showroom, next to MVJ college, channasandra Whitefield, Channasandra, Bengaluru, Karnataka - 560001"
Delivery Executive,Qweekart Logistics,"20,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Vasai, Maharashtra, India, Vasai, Mumbai, Maharashtra - 400076"
North Indian cook,Fair 2 Food,"12,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 2 Years,Male Only,"9/1, Mananthavadi Rd, opp. Syndicate Bank - NIE Branch, Vidyaranyapura, Mysuru, Karnataka 570008, Vidyaranyapuram, Mysuru, Karnataka - 570001"
B2B Sales Executive,PAN Collar,"23,000
						-
						29,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 2 Years,Male Only,"Hitech City, Hyderabad, Telangana, India, HITEC City, Hyderabad, Telangana - 500001"
Staff Nurse,Uma Hospital,"18,000
						-
						24,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Female Only,"Khadakpada, Kalyan, Maharashtra 421301, India, Kalyan West, Mumbai, Maharashtra - 400076"
Receptionist,MK Enterprises,"18,000
						-
						24,000 ",,2,,,,,e,Graduate,Fluent English,Min. 1 Years,Female Only,"L-46 St no 1 near v 2 showroom Mahipalpur, Mahipalpur, Delhi-NCR, Delhi - 110001"
Cook / Chef,Highway Delhi 6,"18,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 2 Years,Male Only,"Naya bazaar Opp. Solthamba Bhavan, near Gol Pyayu, Naya Bazaar, Ajmer, Rajasthan 305001, India, Ajmer, Ajmer, Rajasthan - 305001"
Purchase Executive,Feasible Technologies Private Limited,"18,000
						-
						25,000 ",,5,,,,,e,Graduate,Thoda English,Min. 2 Years,Male Only,"plot No. 301, Jayanagar, Bengaluru, Karnataka - 560001"
Customer Support Team Leader,Sri Gajanan E-Slates Private Limited,"20,000
						-
						25,000 ",,10,,,,,e,Graduate,Good English,Min. 3 Years,Female Only,"Near CSR building, Beside narayana college, Madhapur, F94P+4WW, Siddhi Vinayak Nagar, Madhapur, Hyderabad, Telangana 500081, India, HITEC City, Hyderabad, Telangana - 500001"
Tally Support Executive,Alfa Infoservices,"12,000
						-
						25,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Male Only,"C/2, 201, sector 2, shanti nagar, mira road (East0, Mira Road East, Mumbai, Maharashtra - 400076"
Field Sales Executive,Hadiy Technologies,"15,000
						-
						35,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 1 Years,Male Only,"Thiruvanmiyur, Chennai, Tamil Nadu, India, Tamil Nadu - 600001"
Front Office Executive,Ushta Te Lifestyles,"15,000
						-
						25,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Move Onn - The Salon, City Light Road, City Light Town, Athwa, Surat, Gujarat, India, Shrungar Society City Light Road, Surat, Gujarat - 395003"
Receptionist Cum Office Assistant,Realty Expertz,"15,000
						-
						35,000 ",,1,,,,,e,12th Pass,Thoda English,Min. 1 Years,Female Only,"DLF City Phase II, MGF Metropolitan Mall, Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Gurugram, Haryana 122002, India, Iffco Chowk Gurgaon, Delhi-NCR, Delhi - 110001"
Area Sales Officer,JMAP Solutions,"11,250
						-
						30,000 ",,2,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"CDA Sector-7, CDA Sector 7, Cuttack, Odisha 753014, India, Chandrasekharpur, Bhubaneswar, Odisha - 750017"
Sales Executive,Asapp Info Global Services Private Limited,"15,000
						-
						35,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Navbharat Estates, Zakaria Bunder Rd, Sewri West, Azad Nagar, Sewri, Mumbai, Maharashtra 400015, India, Sewree Station (W), Mumbai, Maharashtra - 400076"
Business Development Manager (BDM),Surya Enterprizez,"12,000
						-
						49,000 ",,10,,,,,e,Diploma,Good English,Min. 6.0 months,Male Only,"Pune, Pune, Maharashtra - 411002"
Logistics & Export Documentation Associate,KJ Enterprises,"22,000
						-
						24,000 ",,1,,,,,e,Graduate,Good English,Min. 3 Years,Male Only,"Corporate Rd, Prahlad Nagar, Ahmedabad, Gujarat 380015, India, Gujarat - 380001"
Field Sales Executive,Fresh Duniya Manpower Private Limited,"21,000
						-
						32,000 ",,154,,,,,e,12th Pass,No English,Freshers only,Male Only,"Thane Near Statiion, Thane Station (East), Mumbai, Maharashtra - 400076"
Field Sales Executive,Fresh Duniya Manpower Private Limited,"21,000
						-
						32,000 ",,154,,,,,e,12th Pass,Thoda English,Freshers only,Male Only,"Naya Bazaar, Cuttack, Odisha - 753001"
Telesales Executive,HELLO MONEY IND PVT LTD,"12,000
						-
						34,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"H 30 NEAR SAI MANDIR LAXMIAGAR, Preet Vihar, Delhi-NCR, Delhi - 110001"
Biryani Cook,Argos Hospitality Limited,"12,000
						-
						25,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 3 Years,Male Only,"51, Syed Amir Ali Avenue, Park Circus, Ballygunge, Kolkata, West Bengal, India, Park Circus, Kolkata, West Bengal - 700080"
Telesales Executive,Sprs Solutions Private Limited,"17,333
						-
						29,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"Wanwadi, Pune, Maharashtra 411040, India, Wanwadi Police Chowki, Pune, Maharashtra - 411002"
Branch Relationship Executive,The October Company,"18,000
						-
						30,000 ",,10,,,,,e,Graduate,Thoda English,Min. 6.0 months,Male Only,"AECS LAYOUT, NO. 693, B BLOCK, CHIKKA BEGUR VILLAGE, SINGASANDRA POST, Bengaluru (Bangalore) Urban, Karnataka, 560068, Begur, Bengaluru, Karnataka - 560001"
Business Development Executive,Riara Associates,"18,000
						-
						30,000 ",,110,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"GLASSASIA 569082828 https://maps.app.goo.gl/u3K3vnjKKqsyqZuv8, Mattancherry, Kochi, Kerala - 682001"
Telecalling Executive,Yes Bank,"18,000
						-
						49,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"New No 31, Old No 15, GF & 1st Floor Plot No 109, Block, No 2, Bazullah Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India, Tamil Nadu - 600001"
Biryani Cook,Onena Foods,"15,000
						-
						24,000 ",,1,,,,,e,Graduate,Thoda English,Min. 1 Years,Male Only,"20, 44, 9th Street, Y Block, Anna Nagar, Chennai, Tamil Nadu 600040, India, Tamil Nadu - 600001"
Commis (Commi 1 / 2 / 3),Paprika Parfait,"15,000
						-
						24,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Both,"Bangalore, Indiranagara, Bengaluru, Karnataka - 560001"
Service Advisor,Paradigm IT Pvt Ltd,"20,000
						-
						24,000 ",,10,,,,,e,Diploma,Thoda English,Min. 2 Years,Male Only,"myTVS, Ring Road Square Musakhedi, Udhyog Nagar, Musakhedi, Indore, Madhya Pradesh, India, Hashakhedi, Indore, Madhya Pradesh - 451010"
Production Engineer,BR Engineering Works,"22,000
						-
						24,000 ",,2,,,,,e,Graduate,Thoda English,Min. 3 Years,Male Only,"PLOT NO 4, CMC COMPOUND OPP JAY LAXMI ESTATE, ANUP ENGG ROAD, SONI NI CHALI CHAR RASTA, ODHAV ,AHEMEDABAD, GUJARAT 382415, Odhav, Ahmedabad, Gujarat - 380001"
Sales & Marketing Executive,Quess Corp,"12,500
						-
						23,100 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Male Only,"Madurai, Madurai, Tamil Nadu - 625001"
